# Four-square balance gap -- per-n companion table.
# Every n = x^2 + y^2 + z^2 + w^2 with x >= y >= z >= w >= 0 (Lagrange).
# (x,y,z,w) is the most balanced such decomposition (minimal largest part x).
# gap = x - ceil(sqrt(n/4)) = g(n); spread = x - w (context only).
#   Check any row by hand: x*x + y*y + z*z + w*w = n and gap = x - ceil(sqrt(n/4)).
# is_record = 1 where gap exceeds every smaller n (running maximum);
#   best_so_far is that running maximum; record_index counts the records 1,2,3,...
# Illustrative companion to the gap-record-location sequence; generated by
#   src/gap_table.py (engine src/foursquare.py, 'min' mode).
n,x,y,z,w,gap,best_so_far,is_record,record_index,spread
17754,71,68,67,60,4,36,0,,11
17755,76,69,63,57,9,36,0,,19
17756,70,70,66,60,3,36,0,,10
17757,71,70,70,54,4,36,0,,17
17758,71,69,66,60,4,36,0,,11
17759,71,71,69,54,4,36,0,,17
17760,76,72,64,52,9,36,0,,24
17761,72,70,69,54,5,36,0,,18
17762,72,67,67,60,5,36,0,,12
17763,73,72,65,55,6,36,0,,18
17764,69,69,69,59,2,36,0,,10
17765,72,71,68,54,5,36,0,,18
17766,70,69,68,59,3,36,0,,11
17767,73,69,69,54,6,36,0,,19
17768,72,72,70,50,5,36,0,,22
17769,73,70,68,54,6,36,0,,19
17770,70,70,67,59,3,36,0,,11
17771,75,71,63,56,8,36,0,,19
17772,71,69,67,59,4,36,0,,12
17773,72,72,67,54,5,36,0,,18
17774,72,70,63,61,5,36,0,,11
17775,73,71,67,54,6,36,0,,19
17776,74,70,70,50,7,36,0,,24
17777,74,69,68,54,7,36,0,,20
17778,71,70,66,59,4,36,0,,12
17779,73,73,64,55,6,36,0,,18
17780,72,70,64,60,5,36,0,,12
17781,74,70,67,54,7,36,0,,20
17782,72,69,66,59,5,36,0,,13
17783,77,69,62,57,10,36,0,,20
17784,74,72,68,50,7,36,0,,24
17785,73,72,66,54,6,36,0,,19
17786,70,69,69,58,3,36,0,,12
17787,75,71,64,55,8,36,0,,20
17788,70,70,68,58,3,36,0,,12
17789,74,71,66,54,7,36,0,,20
17790,71,69,68,58,4,36,0,,13
17791,71,71,70,53,4,36,0,,18
17792,80,72,72,32,13,36,0,,48
17793,72,70,70,53,5,36,0,,19
17794,71,70,67,58,4,36,0,,13
17795,72,71,69,53,5,36,0,,19
17796,72,68,68,58,5,36,0,,14
17797,74,74,59,58,7,36,0,,16
17798,72,69,67,58,5,36,0,,14
17799,73,70,69,53,6,36,0,,20
17800,76,70,68,50,9,36,0,,26
17801,72,72,68,53,5,36,0,,19
17802,71,71,66,58,4,36,0,,13
17803,73,71,68,53,6,36,0,,20
17804,72,70,66,58,5,36,0,,14
17805,76,68,67,54,9,36,0,,22
17806,73,68,67,58,6,36,0,,15
17807,74,69,69,53,7,36,0,,21
17808,74,74,66,50,7,36,0,,24
17809,74,70,68,53,7,36,0,,21
17810,70,70,69,57,3,36,0,,13
17811,73,72,67,53,6,36,0,,20
17812,71,69,69,57,4,36,0,,14
17813,73,72,72,46,6,36,0,,27
17814,71,70,68,57,4,36,0,,14
17815,73,73,71,46,6,36,0,,27
17816,76,72,66,50,9,36,0,,26
17817,74,72,71,46,7,36,0,,28
17818,72,69,68,57,5,36,0,,15
17819,75,69,68,53,8,36,0,,22
17820,71,71,67,57,4,36,0,,14
17821,74,73,70,46,7,36,0,,28
17822,72,70,67,57,5,36,0,,15
17823,67,67,67,66,0,36,0,,1
17824,76,76,56,56,9,36,0,,20
17825,68,67,66,66,1,36,0,,2
17826,73,68,68,57,6,36,0,,16
17827,68,67,67,65,1,36,0,,3
17828,72,72,64,58,5,36,0,,14
17829,68,68,66,65,1,36,0,,3
17830,72,71,66,57,5,36,0,,15
17831,69,67,66,65,2,36,0,,4
17832,76,76,58,54,9,36,0,,22
17833,68,68,67,64,1,36,0,,4
17834,73,70,66,57,6,36,0,,16
17835,69,67,67,64,2,36,0,,5
17836,70,70,70,56,3,36,0,,14
17837,69,68,66,64,2,36,0,,5
17838,71,70,69,56,4,36,0,,15
17839,70,67,65,65,3,36,0,,5
17840,78,70,66,50,11,36,0,,28
17841,68,68,68,63,1,36,0,,5
17842,71,71,68,56,4,36,0,,15
17843,69,68,67,63,2,36,0,,6
17844,72,70,68,56,5,36,0,,16
17845,70,68,65,64,3,36,0,,6
17846,73,72,63,58,6,36,0,,15
17847,69,69,66,63,2,36,0,,6
17848,76,74,64,50,9,36,0,,26
17849,70,68,66,63,3,36,0,,7
17850,72,71,67,56,5,36,0,,16
17851,71,67,65,64,4,36,0,,7
17852,75,67,67,57,8,36,0,,18
17853,69,68,68,62,2,36,0,,7
17854,73,70,67,56,6,36,0,,17
17855,69,69,67,62,2,36,0,,7
17856,72,72,72,48,5,36,0,,24
17857,70,68,67,62,3,36,0,,8
17858,73,72,64,57,6,36,0,,16
17859,71,68,65,63,4,36,0,,8
17860,72,72,66,56,5,36,0,,16
17861,70,69,66,62,3,36,0,,8
17862,73,71,66,56,6,36,0,,17
17863,71,67,67,62,4,36,0,,9
17864,74,72,70,48,7,36,0,,26
17865,70,70,64,63,3,36,0,,7
17866,71,70,70,55,4,36,0,,16
17867,69,69,68,61,2,36,0,,8
17868,71,71,69,55,4,36,0,,16
17869,70,68,68,61,3,36,0,,9
17870,72,70,69,55,5,36,0,,17
17871,70,69,67,61,3,36,0,,9
17872,74,74,74,38,7,36,0,,36
17873,72,67,66,62,5,36,0,,10
17874,72,71,68,55,5,36,0,,17
17875,71,68,67,61,4,36,0,,10
17876,73,69,69,55,6,36,0,,18
17877,70,70,66,61,3,36,0,,9
17878,73,70,68,55,6,36,0,,18
17879,71,69,66,61,4,36,0,,10
17880,74,74,68,48,7,36,0,,26
17881,71,70,64,62,4,36,0,,9
17882,72,72,67,55,5,36,0,,17
17883,69,69,69,60,2,36,0,,9
17884,73,71,67,55,6,36,0,,18
17885,70,69,68,60,3,36,0,,10
17886,74,69,68,55,7,36,0,,19
17887,71,70,65,61,4,36,0,,10
17888,76,72,68,48,9,36,0,,28
17889,70,70,67,60,3,36,0,,10
17890,73,73,64,56,6,36,0,,17
17891,71,69,67,60,4,36,0,,11
17892,74,72,64,56,7,36,0,,18
17893,73,68,64,62,6,36,0,,11
17894,73,72,66,55,6,36,0,,18
17895,71,71,63,62,4,36,0,,9
17896,76,76,62,50,9,36,0,,26
17897,71,70,66,60,4,36,0,,11
17898,71,71,70,54,4,36,0,,17
17899,71,71,64,61,4,36,0,,10
17900,72,70,70,54,5,36,0,,18
17901,72,69,66,60,5,36,0,,12
17902,72,71,69,54,5,36,0,,18
17903,70,69,69,59,3,36,0,,11
17904,76,76,76,24,9,36,0,,52
17905,70,70,68,59,3,36,0,,11
17906,73,70,69,54,6,36,0,,19
17907,71,69,68,59,4,36,0,,12
17908,72,72,68,54,5,36,0,,18
17909,72,70,65,60,5,36,0,,12
17910,73,71,68,54,6,36,0,,19
17911,71,70,67,59,4,36,0,,12
17912,76,74,66,48,9,36,0,,28
17913,72,68,68,59,5,36,0,,13
17914,74,69,69,54,7,36,0,,20
17915,72,69,67,59,5,36,0,,13
17916,74,70,68,54,7,36,0,,20
17917,73,70,62,62,6,36,0,,11
17918,73,72,67,54,6,36,0,,19
17919,71,71,66,59,4,36,0,,12
17920,80,80,64,32,13,36,0,,48
17921,72,70,66,59,5,36,0,,13
17922,74,71,67,54,7,36,0,,20
17923,73,68,67,59,6,36,0,,14
17924,75,73,61,57,8,36,0,,18
17925,70,70,69,58,3,36,0,,12
17926,74,73,64,55,7,36,0,,19
17927,71,69,69,58,4,36,0,,13
17928,76,76,74,30,9,36,0,,46
17929,71,70,68,58,4,36,0,,13
17930,73,73,66,54,6,36,0,,19
17931,72,71,65,59,5,36,0,,13
17932,71,71,71,53,4,36,0,,18
17933,72,69,68,58,5,36,0,,14
17934,72,71,70,53,5,36,0,,19
17935,71,71,67,58,4,36,0,,13
17936,78,74,74,30,11,36,0,,48
17937,72,70,67,58,5,36,0,,14
17938,72,72,69,53,5,36,0,,19
17939,73,71,63,60,6,36,0,,13
17940,73,71,69,53,6,36,0,,20
17941,73,68,68,58,6,36,0,,15
17942,76,69,67,54,9,36,0,,22
17943,73,69,67,58,6,36,0,,15
17944,78,76,72,30,11,36,0,,48
17945,72,71,66,58,5,36,0,,14
17946,73,72,68,53,6,36,0,,20
17947,73,71,64,59,6,36,0,,14
17948,75,73,63,55,8,36,0,,20
17949,70,70,70,57,3,36,0,,13
17950,74,71,68,53,7,36,0,,21
17951,71,70,69,57,4,36,0,,14
17952,76,76,64,48,9,36,0,,28
17953,72,72,72,49,5,36,0,,23
17954,76,72,63,55,9,36,0,,21
17955,71,71,68,57,4,36,0,,14
17956,67,67,67,67,0,36,0,,0
17957,72,70,68,57,4,36,0,,15
17958,68,67,67,66,0,36,0,,2
17959,73,71,65,58,5,36,0,,15
17960,68,68,66,66,0,36,0,,2
17961,74,71,62,60,6,36,0,,14
17962,68,68,67,65,0,36,0,,3
17963,72,71,67,57,4,36,0,,15
17964,69,67,67,65,1,36,0,,4
17965,74,70,65,58,6,36,0,,16
17966,69,68,66,65,1,36,0,,4
17967,73,70,67,57,5,36,0,,16
17968,68,68,68,64,0,36,0,,4
17969,75,68,66,58,7,36,0,,17
17970,69,68,67,64,1,36,0,,5
17971,75,72,69,49,7,36,0,,26
17972,69,69,65,65,1,36,0,,4
17973,72,72,66,57,4,36,0,,15
17974,69,69,66,64,1,36,0,,5
17975,73,71,66,57,5,36,0,,16
17976,70,68,66,64,2,36,0,,6
17977,71,70,70,56,3,36,0,,15
17978,69,68,68,63,1,36,0,,6
17979,71,71,69,56,3,36,0,,15
17980,69,69,67,63,1,36,0,,6
17981,72,70,69,56,4,36,0,,16
17982,70,68,67,63,2,36,0,,7
17983,73,73,62,59,5,36,0,,14
17984,80,72,64,48,12,36,0,,32
17985,72,71,68,56,4,36,0,,16
17986,70,69,66,63,2,36,0,,7
17987,73,69,69,56,5,36,0,,17
17988,71,67,67,63,3,36,0,,8
17989,73,70,68,56,5,36,0,,17
17990,69,69,68,62,1,36,0,,7
17991,73,73,63,58,5,36,0,,15
17992,70,68,68,62,2,36,0,,8
17993,72,72,67,56,4,36,0,,16
17994,70,69,67,62,2,36,0,,8
17995,73,71,67,56,5,36,0,,17
17996,71,69,65,63,3,36,0,,8
17997,74,69,68,56,6,36,0,,18
17998,71,68,67,62,3,36,0,,9
17999,75,70,65,57,7,36,0,,18
18000,70,70,66,62,2,36,0,,8
18001,73,72,72,48,5,36,0,,25
18002,71,69,66,62,3,36,0,,9
18003,73,73,64,57,5,36,0,,16
18004,69,69,69,61,1,36,0,,8
18005,73,72,66,56,5,36,0,,17
18006,70,69,68,61,2,36,0,,9
18007,71,71,70,55,3,36,0,,16
18008,72,68,66,62,4,36,0,,10
18009,72,70,70,55,4,36,0,,17
18010,70,70,67,61,2,36,0,,9
18011,72,71,69,55,4,36,0,,17
18012,71,69,67,61,3,36,0,,10
18013,74,73,62,58,6,36,0,,16
18014,72,69,65,62,4,36,0,,10
18015,73,70,69,55,5,36,0,,18
18016,80,76,56,52,12,36,0,,28
18017,72,72,68,55,4,36,0,,17
18018,71,70,66,61,3,36,0,,10
18019,73,71,68,55,5,36,0,,18
18020,71,71,63,63,3,36,0,,8
18021,74,72,65,56,6,36,0,,18
18022,70,69,69,60,2,36,0,,10
18023,74,69,69,55,6,36,0,,19
18024,70,70,68,60,2,36,0,,10
18025,74,70,68,55,6,36,0,,19
18026,71,69,68,60,3,36,0,,11
18027,73,72,67,55,5,36,0,,18
18028,71,71,65,61,3,36,0,,10
18029,75,74,68,48,7,36,0,,27
18030,71,70,67,60,3,36,0,,11
18031,74,71,67,55,6,36,0,,19
18032,72,68,68,60,4,36,0,,12
18033,74,74,60,59,6,36,0,,15
18034,72,69,67,60,4,36,0,,12
18035,75,69,68,55,7,36,0,,20
18036,73,69,65,61,5,36,0,,12
18037,74,73,64,56,6,36,0,,18
18038,71,71,66,60,3,36,0,,11
18039,71,71,71,54,3,36,0,,17
18040,72,70,66,60,4,36,0,,12
18041,72,71,70,54,4,36,0,,18
18042,70,70,69,59,2,36,0,,11
18043,75,75,67,48,7,36,0,,27
18044,71,69,69,59,3,36,0,,12
18045,72,72,69,54,4,36,0,,18
18046,71,70,68,59,3,36,0,,12
18047,73,71,69,54,5,36,0,,19
18048,80,80,72,8,12,36,0,,72
18049,75,74,72,42,7,36,0,,33
18050,72,69,68,59,4,36,0,,13
18051,73,73,72,47,5,36,0,,26
18052,71,71,67,59,3,36,0,,12
18053,73,72,68,54,5,36,0,,19
18054,72,70,67,59,4,36,0,,13
18055,74,73,65,55,6,36,0,,19
18056,72,72,62,62,4,36,0,,10
18057,74,71,68,54,6,36,0,,20
18058,72,72,63,61,4,36,0,,11
18059,75,72,65,55,7,36,0,,20
18060,73,69,67,59,5,36,0,,14
18061,74,74,70,47,6,36,0,,27
18062,72,71,66,59,4,36,0,,13
18063,73,73,67,54,5,36,0,,19
18064,70,70,70,58,2,36,0,,12
18065,74,72,67,54,6,36,0,,20
18066,71,70,69,58,3,36,0,,13
18067,76,71,65,55,8,36,0,,21
18068,76,76,60,54,8,36,0,,22
18069,76,72,70,47,8,36,0,,29
18070,71,71,68,58,3,36,0,,13
18071,75,71,67,54,7,36,0,,21
18072,72,70,68,58,4,36,0,,14
18073,74,74,64,55,6,36,0,,19
18074,72,72,65,59,4,36,0,,13
18075,72,71,71,53,4,36,0,,19
18076,73,71,65,59,5,36,0,,14
18077,72,72,70,53,4,36,0,,19
18078,72,71,67,58,4,36,0,,14
18079,73,71,70,53,5,36,0,,20
18080,76,72,72,44,8,36,0,,32
18081,75,72,66,54,7,36,0,,21
18082,73,70,67,58,5,36,0,,15
18083,73,72,69,53,5,36,0,,20
18084,75,67,67,59,7,36,0,,16
18085,74,70,70,53,6,36,0,,21
18086,74,71,63,60,6,36,0,,14
18087,74,71,69,53,6,36,0,,21
18088,72,72,66,58,4,36,0,,14
18089,76,71,66,54,8,36,0,,22
18090,71,70,70,57,3,36,0,,14
18091,68,67,67,67,0,36,0,,1
18092,71,71,69,57,3,36,0,,14
18093,68,68,67,66,0,36,0,,2
18094,72,70,69,57,4,36,0,,15
18095,69,67,67,66,1,36,0,,3
18096,74,70,66,58,6,36,0,,16
18097,68,68,68,65,0,36,0,,3
18098,72,71,68,57,4,36,0,,15
18099,69,68,67,65,1,36,0,,4
18100,73,69,69,57,5,36,0,,16
18101,70,67,66,66,2,36,0,,4
18102,73,70,68,57,5,36,0,,16
18103,69,69,66,65,1,36,0,,4
18104,74,72,62,60,6,36,0,,14
18105,69,68,68,64,1,36,0,,5
18106,72,72,67,57,4,36,0,,15
18107,69,69,67,64,1,36,0,,5
18108,73,71,67,57,5,36,0,,16
18109,70,68,67,64,2,36,0,,6
18110,74,69,68,57,6,36,0,,17
18111,70,69,65,65,2,36,0,,5
18112,76,76,68,44,8,36,0,,32
18113,70,69,66,64,2,36,0,,6
18114,74,70,67,57,6,36,0,,17
18115,69,69,68,63,1,36,0,,6
18116,75,71,63,59,7,36,0,,16
18117,70,68,68,63,2,36,0,,7
18118,71,71,70,56,3,36,0,,15
18119,70,69,67,63,2,36,0,,7
18120,72,70,70,56,4,36,0,,16
18121,70,70,65,64,2,36,0,,6
18122,72,71,69,56,4,36,0,,16
18123,71,68,67,63,3,36,0,,8
18124,75,69,67,57,7,36,0,,18
18125,70,70,66,63,2,36,0,,7
18126,73,70,69,56,5,36,0,,17
18127,69,69,69,62,1,36,0,,7
18128,72,72,68,56,4,36,0,,16
18129,70,69,68,62,2,36,0,,8
18130,73,71,68,56,5,36,0,,17
18131,72,67,67,63,4,36,0,,9
18132,73,73,65,57,5,36,0,,16
18133,70,70,67,62,2,36,0,,8
18134,74,69,69,56,6,36,0,,18
18135,71,69,67,62,3,36,0,,9
18136,74,70,68,56,6,36,0,,18
18137,72,69,64,64,4,36,0,,8
18138,73,72,67,56,5,36,0,,17
18139,72,69,65,63,4,36,0,,9
18140,75,71,65,57,7,36,0,,18
18141,71,70,66,62,3,36,0,,9
18142,74,71,67,56,6,36,0,,18
18143,70,69,69,61,2,36,0,,9
18144,80,72,68,44,12,36,0,,36
18145,70,70,68,61,2,36,0,,9
18146,73,73,72,48,5,36,0,,25
18147,71,69,68,61,3,36,0,,10
18148,71,71,71,55,3,36,0,,16
18149,72,70,64,63,4,36,0,,9
18150,72,71,70,55,4,36,0,,17
18151,71,70,67,61,3,36,0,,10
18152,74,72,66,56,6,36,0,,18
18153,72,68,68,61,4,36,0,,11
18154,72,72,69,55,4,36,0,,17
18155,72,69,67,61,4,36,0,,11
18156,73,71,69,55,5,36,0,,18
18157,74,66,66,63,6,36,0,,11
18158,75,71,66,56,7,36,0,,19
18159,71,71,66,61,3,36,0,,10
18160,74,74,62,58,6,36,0,,16
18161,70,70,69,60,2,36,0,,10
18162,73,72,68,55,5,36,0,,18
18163,71,69,69,60,3,36,0,,11
18164,76,72,70,48,8,36,0,,28
18165,71,70,68,60,3,36,0,,11
18166,74,71,68,55,6,36,0,,19
18167,73,69,66,61,5,36,0,,12
18168,76,70,66,56,8,36,0,,20
18169,72,69,68,60,4,36,0,,12
18170,74,74,63,57,6,36,0,,17
18171,71,71,67,60,3,36,0,,11
18172,73,73,67,55,5,36,0,,18
18173,72,70,67,60,4,36,0,,12
18174,74,72,67,55,6,36,0,,19
18175,73,70,65,61,5,36,0,,12
18176,88,72,72,8,20,36,0,,80
18177,73,68,68,60,5,36,0,,13
18178,75,75,68,48,7,36,0,,27
18179,73,69,67,60,5,36,0,,13
18180,75,71,67,55,7,36,0,,20
18181,70,70,70,59,2,36,0,,11
18182,72,71,71,54,4,36,0,,18
18183,71,70,69,59,3,36,0,,12
18184,72,72,70,54,4,36,0,,18
18185,72,72,64,61,4,36,0,,11
18186,73,71,70,54,5,36,0,,19
18187,71,71,68,59,3,36,0,,12
18188,77,71,63,57,9,36,0,,20
18189,72,70,68,59,4,36,0,,13
18190,73,72,69,54,5,36,0,,19
18191,75,67,66,61,7,36,0,,14
18192,74,70,70,54,6,36,0,,20
18193,72,72,65,60,4,36,0,,12
18194,74,71,69,54,6,36,0,,20
18195,72,71,67,59,4,36,0,,13
18196,73,73,73,47,5,36,0,,26
18197,73,72,72,50,5,36,0,,23
18198,73,73,68,54,5,36,0,,19
18199,73,70,67,59,5,36,0,,14
18200,74,72,68,54,6,36,0,,20
18201,73,72,62,62,5,36,0,,11
18202,74,74,65,55,6,36,0,,19
18203,73,72,63,61,5,36,0,,12
18204,75,73,65,55,7,36,0,,20
18205,71,70,70,58,3,36,0,,13
18206,75,71,68,54,7,36,0,,21
18207,71,71,69,58,3,36,0,,13
18208,80,76,64,44,12,36,0,,36
18209,72,70,69,58,4,36,0,,14
18210,74,73,67,54,6,36,0,,20
18211,75,69,65,60,7,36,0,,15
18212,75,75,59,59,7,36,0,,16
18213,72,71,68,58,4,36,0,,14
18214,75,72,67,54,7,36,0,,21
18215,73,69,69,58,5,36,0,,15
18216,76,70,68,54,8,36,0,,22
18217,73,70,68,58,5,36,0,,15
18218,72,72,71,53,4,36,0,,19
18219,73,72,65,59,5,36,0,,14
18220,73,71,71,53,5,36,0,,20
18221,72,72,67,58,4,36,0,,14
18222,73,72,70,53,5,36,0,,20
18223,73,71,67,58,5,36,0,,15
18224,74,74,66,54,6,36,0,,20
18225,74,69,68,58,6,36,0,,16
18226,68,68,67,67,0,36,0,,1
18227,73,73,63,60,5,36,0,,13
18228,68,68,68,66,0,36,0,,2
18229,74,70,67,58,6,36,0,,16
18230,69,68,67,66,1,36,0,,3
18231,71,71,70,57,3,36,0,,14
18232,76,72,66,54,8,36,0,,22
18233,72,70,70,57,4,36,0,,15
18234,69,68,68,65,1,36,0,,4
18235,72,71,69,57,4,36,0,,15
18236,69,69,67,65,1,36,0,,4
18237,74,71,66,58,6,36,0,,16
18238,70,68,67,65,2,36,0,,5
18239,73,70,69,57,5,36,0,,16
18240,80,80,56,48,12,36,0,,32
18241,72,72,68,57,4,36,0,,15
18242,69,69,68,64,1,36,0,,5
18243,73,71,68,57,5,36,0,,16
18244,70,68,68,64,2,36,0,,6
18245,74,72,72,49,6,36,0,,25
18246,70,69,67,64,2,36,0,,6
18247,73,73,65,58,5,36,0,,15
18248,78,68,68,54,10,36,0,,24
18249,74,70,68,57,6,36,0,,17
18250,70,70,65,65,2,36,0,,5
18251,73,72,67,57,5,36,0,,16
18252,69,69,69,63,1,36,0,,6
18253,74,74,70,49,6,36,0,,25
18254,70,69,68,63,2,36,0,,7
18255,74,71,67,57,6,36,0,,17
18256,72,72,72,52,4,36,0,,20
18257,76,69,66,58,8,36,0,,18
18258,70,70,67,63,2,36,0,,7
18259,71,71,71,56,3,36,0,,15
18260,71,69,67,63,3,36,0,,8
18261,72,71,70,56,4,36,0,,16
18262,71,70,65,64,3,36,0,,7
18263,73,73,66,57,5,36,0,,16
18264,74,72,70,52,6,36,0,,22
18265,72,72,69,56,4,36,0,,16
18266,70,69,69,62,2,36,0,,8
18267,73,71,69,56,5,36,0,,17
18268,70,70,68,62,2,36,0,,8
18269,75,72,64,58,7,36,0,,17
18270,71,69,68,62,3,36,0,,9
18271,75,71,66,57,7,36,0,,18
18272,84,72,64,44,16,36,0,,40
18273,73,72,68,56,5,36,0,,17
18274,71,70,67,62,3,36,0,,9
18275,75,73,61,60,7,36,0,,15
18276,71,71,65,63,3,36,0,,8
18277,74,71,68,56,6,36,0,,18
18278,72,69,67,62,4,36,0,,10
18279,74,73,65,57,6,36,0,,17
18280,74,74,68,52,6,36,0,,22
18281,76,70,66,57,8,36,0,,19
18282,70,70,69,61,2,36,0,,9
18283,73,73,67,56,5,36,0,,17
18284,71,69,69,61,3,36,0,,10
18285,74,72,67,56,6,36,0,,18
18286,71,70,68,61,3,36,0,,10
18287,75,73,63,58,7,36,0,,17
18288,76,72,68,52,8,36,0,,24
18289,76,76,76,31,8,36,0,,45
18290,72,69,68,61,4,36,0,,11
18291,72,71,71,55,4,36,0,,17
18292,71,71,67,61,3,36,0,,10
18293,72,72,70,55,4,36,0,,17
18294,72,70,67,61,4,36,0,,11
18295,73,71,70,55,5,36,0,,18
18296,78,74,60,56,10,36,0,,22
18297,74,73,66,56,6,36,0,,18
18298,73,68,68,61,5,36,0,,12
18299,73,72,69,55,5,36,0,,18
18300,70,70,70,60,2,36,0,,10
18301,74,70,70,55,6,36,0,,19
18302,71,70,69,60,3,36,0,,11
18303,74,71,69,55,6,36,0,,19
18304,88,80,56,32,20,36,0,,56
18305,75,74,70,48,7,36,0,,27
18306,71,71,68,60,3,36,0,,11
18307,73,73,68,55,5,36,0,,18
18308,72,70,68,60,4,36,0,,12
18309,74,72,68,55,6,36,0,,19
18310,73,71,64,62,5,36,0,,11
18311,75,70,69,55,7,36,0,,20
18312,76,74,66,52,8,36,0,,24
18313,74,74,65,56,6,36,0,,18
18314,72,71,67,60,4,36,0,,12
18315,75,71,68,55,7,36,0,,20
18316,73,71,65,61,5,36,0,,12
18317,76,74,69,48,8,36,0,,28
18318,73,70,67,60,5,36,0,,13
18319,74,73,67,55,6,36,0,,19
18320,78,74,62,54,10,36,0,,24
18321,76,72,65,56,8,36,0,,20
18322,71,70,70,59,3,36,0,,12
18323,75,72,67,55,7,36,0,,20
18324,71,71,69,59,3,36,0,,12
18325,72,72,71,54,4,36,0,,18
18326,72,70,69,59,4,36,0,,13
18327,73,71,71,54,5,36,0,,19
18328,76,74,74,40,8,36,0,,36
18329,73,72,70,54,5,36,0,,19
18330,72,71,68,59,4,36,0,,13
18331,75,75,60,59,7,36,0,,16
18332,73,69,69,59,5,36,0,,14
18333,74,71,70,54,6,36,0,,20
18334,73,70,68,59,5,36,0,,14
18335,73,73,69,54,5,36,0,,19
18336,76,76,72,40,8,36,0,,36
18337,74,72,69,54,6,36,0,,20
18338,72,72,67,59,4,36,0,,13
18339,77,69,68,55,9,36,0,,22
18340,73,71,67,59,5,36,0,,14
18341,75,70,70,54,7,36,0,,21
18342,73,73,72,50,5,36,0,,23
18343,74,73,73,47,6,36,0,,27
18344,74,72,72,50,6,36,0,,24
18345,74,73,68,54,6,36,0,,20
18346,71,71,70,58,3,36,0,,13
18347,75,73,72,47,7,36,0,,28
18348,72,70,70,58,4,36,0,,14
18349,75,72,68,54,7,36,0,,21
18350,72,71,69,58,4,36,0,,14
18351,75,74,65,55,7,36,0,,20
18352,74,74,70,50,6,36,0,,24
18353,76,70,69,54,8,36,0,,22
18354,73,70,69,58,5,36,0,,15
18355,75,75,63,56,7,36,0,,19
18356,72,72,68,58,4,36,0,,14
18357,74,74,67,54,6,36,0,,20
18358,73,71,68,58,5,36,0,,15
18359,75,73,67,54,7,36,0,,21
18360,76,72,70,50,8,36,0,,26
18361,68,68,68,67,0,36,0,,1
18362,74,69,69,58,6,36,0,,16
18363,69,68,67,67,1,36,0,,2
18364,73,73,65,59,5,36,0,,14
18365,69,68,68,66,1,36,0,,3
18366,73,72,67,58,5,36,0,,15
18367,69,69,67,66,1,36,0,,3
18368,80,72,72,40,12,36,0,,40
18369,70,68,67,66,2,36,0,,4
18370,74,71,67,58,6,36,0,,16
18371,69,69,68,65,1,36,0,,4
18372,71,71,71,57,3,36,0,,14
18373,70,68,68,65,2,36,0,,5
18374,72,71,70,57,4,36,0,,15
18375,70,69,67,65,2,36,0,,5
18376,76,74,68,50,8,36,0,,26
18377,71,68,66,66,3,36,0,,5
18378,72,72,69,57,4,36,0,,15
18379,69,69,69,64,1,36,0,,5
18380,73,71,69,57,5,36,0,,16
18381,70,69,68,64,2,36,0,,6
18382,74,73,64,59,6,36,0,,15
18383,71,69,66,65,3,36,0,,6
18384,78,70,70,50,10,36,0,,28
18385,70,70,67,64,2,36,0,,6
18386,73,72,68,57,5,36,0,,16
18387,71,69,67,64,3,36,0,,7
18388,73,73,73,49,5,36,0,,24
18389,72,68,66,65,4,36,0,,7
18390,74,71,68,57,6,36,0,,17
18391,70,69,69,63,2,36,0,,7
18392,78,72,68,50,10,36,0,,28
18393,70,70,68,63,2,36,0,,7
18394,74,73,65,58,6,36,0,,16
18395,71,69,68,63,3,36,0,,8
18396,73,73,67,57,5,36,0,,16
18397,72,69,66,64,4,36,0,,8
18398,74,72,67,57,6,36,0,,17
18399,71,70,67,63,3,36,0,,8
18400,80,76,68,40,12,36,0,,40
18401,72,68,68,63,4,36,0,,9
18402,72,71,71,56,4,36,0,,16
18403,71,71,65,64,3,36,0,,7
18404,72,72,70,56,4,36,0,,16
18405,70,70,69,62,2,36,0,,8
18406,73,71,70,56,5,36,0,,17
18407,71,69,69,62,3,36,0,,9
18408,76,76,66,50,8,36,0,,26
18409,71,70,68,62,3,36,0,,9
18410,73,72,69,56,5,36,0,,17
18411,73,68,67,63,5,36,0,,10
18412,74,70,70,56,6,36,0,,18
18413,72,69,68,62,4,36,0,,10
18414,74,71,69,56,6,36,0,,18
18415,71,71,67,62,3,36,0,,9
18416,78,74,66,50,10,36,0,,28
18417,72,70,67,62,4,36,0,,10
18418,73,73,68,56,5,36,0,,17
18419,72,71,65,63,4,36,0,,9
18420,74,72,68,56,6,36,0,,18
18421,70,70,70,61,2,36,0,,9
18422,75,70,69,56,7,36,0,,19
18423,71,70,69,61,3,36,0,,10
18424,80,70,68,50,12,36,0,,30
18425,72,71,66,62,4,36,0,,10
18426,74,74,65,57,6,36,0,,17
18427,71,71,68,61,3,36,0,,10
18428,75,73,65,57,7,36,0,,18
18429,72,70,68,61,4,36,0,,11
18430,74,73,67,56,6,36,0,,18
18431,74,69,65,63,6,36,0,,11
18432,96,64,64,32,28,36,0,,64
18433,72,72,64,63,4,36,0,,9
18434,72,72,71,55,4,36,0,,17
18435,72,71,67,61,4,36,0,,11
18436,73,71,71,55,5,36,0,,18
