# Four-square balance gap -- per-n companion table.
# Every n = x^2 + y^2 + z^2 + w^2 with x >= y >= z >= w >= 0 (Lagrange).
# (x,y,z,w) is the most balanced such decomposition (minimal largest part x).
# gap = x - ceil(sqrt(n/4)) = g(n); spread = x - w (context only).
#   Check any row by hand: x*x + y*y + z*z + w*w = n and gap = x - ceil(sqrt(n/4)).
# is_record = 1 where gap exceeds every smaller n (running maximum);
#   best_so_far is that running maximum; record_index counts the records 1,2,3,...
# Illustrative companion to the gap-record-location sequence; generated by
#   src/gap_table.py (engine src/foursquare.py, 'min' mode).
n,x,y,z,w,gap,best_so_far,is_record,record_index,spread
4985,37,36,36,32,1,18,0,,5
4986,38,38,37,27,2,18,0,,11
4987,37,37,35,32,1,18,0,,5
4988,39,37,37,27,3,18,0,,12
4989,38,36,35,32,2,18,0,,6
4990,39,38,36,27,3,18,0,,12
4991,38,37,33,33,2,18,0,,5
4992,48,40,32,8,12,18,0,,40
4993,38,37,34,32,2,18,0,,6
4994,40,37,36,27,4,18,0,,13
4995,37,37,36,31,1,18,0,,6
4996,39,39,35,27,3,18,0,,12
4997,38,36,36,31,2,18,0,,7
4998,40,38,35,27,4,18,0,,13
4999,38,37,35,31,2,18,0,,7
5000,40,40,30,30,4,18,0,,10
5001,38,38,33,32,2,18,0,,6
5002,40,40,31,29,4,18,0,,11
5003,39,36,35,31,3,18,0,,8
5004,39,39,39,21,3,18,0,,18
5005,38,38,34,31,2,18,0,,7
5006,40,39,34,27,4,18,0,,13
5007,37,37,37,30,1,18,0,,7
5008,38,38,38,26,2,18,0,,12
5009,38,37,36,30,2,18,0,,8
5010,39,38,37,26,3,18,0,,13
5011,40,35,35,31,4,18,0,,9
5012,41,39,37,21,5,18,0,,20
5013,38,38,35,30,2,18,0,,8
5014,39,39,36,26,3,18,0,,13
5015,39,37,35,30,3,18,0,,9
5016,40,38,36,26,4,18,0,,14
5017,40,37,32,32,4,18,0,,8
5018,40,40,33,27,4,18,0,,13
5019,40,37,33,31,4,18,0,,9
5020,41,39,33,27,5,18,0,,14
5021,39,38,34,30,3,18,0,,9
5022,40,39,35,26,4,18,0,,14
5023,38,37,37,29,2,18,0,,9
5024,44,44,24,24,8,18,0,,20
5025,38,38,36,29,2,18,0,,9
5026,41,38,35,26,5,18,0,,15
5027,39,37,36,29,3,18,0,,10
5028,41,41,35,21,5,18,0,,20
5029,40,38,32,31,4,18,0,,9
5030,42,39,31,28,6,18,0,,14
5031,39,38,35,29,3,18,0,,10
5032,40,40,34,26,4,18,0,,14
5033,40,36,36,29,4,18,0,,11
5034,39,38,38,25,3,18,0,,14
5035,40,37,35,29,4,18,0,,11
5036,39,39,37,25,3,18,0,,14
5037,42,34,34,31,6,18,0,,11
5038,40,38,37,25,4,18,0,,15
5039,39,39,34,29,3,18,0,,10
5040,42,38,34,26,6,18,0,,16
5041,38,38,37,28,2,18,0,,10
5042,36,36,35,35,0,18,0,,1
5043,39,37,37,28,3,18,0,,11
5044,36,36,36,34,0,18,0,,2
5045,39,38,36,28,3,18,0,,11
5046,37,36,35,34,1,18,0,,3
5047,39,39,39,22,3,18,0,,17
5048,42,40,30,28,6,18,0,,14
5049,40,37,36,28,4,18,0,,12
5050,37,36,36,33,1,18,0,,4
5051,39,39,35,28,3,18,0,,11
5052,37,37,35,33,1,18,0,,4
5053,40,38,35,28,4,18,0,,12
5054,38,36,35,33,2,18,0,,5
5055,41,38,33,29,5,18,0,,12
5056,40,40,40,16,4,18,0,,24
5057,41,36,36,28,5,18,0,,13
5058,37,37,36,32,1,18,0,,5
5059,41,37,35,28,5,18,0,,13
5060,38,36,36,32,2,18,0,,6
5061,38,38,38,27,2,18,0,,11
5062,38,37,35,32,2,18,0,,6
5063,39,38,37,27,3,18,0,,12
5064,40,38,38,24,4,18,0,,16
5065,40,40,32,29,4,18,0,,11
5066,38,38,33,33,2,18,0,,5
5067,39,39,36,27,3,18,0,,12
5068,37,37,37,31,1,18,0,,6
5069,40,38,36,27,4,18,0,,13
5070,38,37,36,31,2,18,0,,7
5071,41,41,35,22,5,18,0,,19
5072,40,40,36,24,4,18,0,,16
5073,40,40,33,28,4,18,0,,12
5074,38,38,35,31,2,18,0,,7
5075,40,39,35,27,4,18,0,,13
5076,39,37,35,31,3,18,0,,8
5077,41,40,40,14,5,18,0,,27
5078,39,38,33,32,3,18,0,,7
5079,41,38,35,27,5,18,0,,14
5080,42,38,36,24,6,18,0,,18
5081,41,40,30,30,5,18,0,,11
5082,38,37,37,30,2,18,0,,8
5083,40,39,39,21,4,18,0,,19
5084,38,38,36,30,2,18,0,,8
5085,39,38,38,26,3,18,0,,13
5086,39,37,36,30,3,18,0,,9
5087,39,39,37,26,3,18,0,,13
5088,44,40,36,16,8,18,0,,28
5089,40,38,37,26,4,18,0,,14
5090,39,38,35,30,3,18,0,,9
5091,41,40,37,21,5,18,0,,20
5092,39,39,33,31,3,18,0,,8
5093,40,39,36,26,4,18,0,,14
5094,40,37,35,30,4,18,0,,10
5095,41,37,37,26,5,18,0,,15
5096,42,40,34,24,6,18,0,,18
5097,41,38,36,26,5,18,0,,15
5098,38,38,37,29,2,18,0,,9
5099,41,40,33,27,5,18,0,,14
5100,39,37,37,29,3,18,0,,10
5101,40,40,35,26,4,18,0,,14
5102,39,38,36,29,3,18,0,,10
5103,41,39,35,26,5,18,0,,15
5104,42,42,30,26,6,18,0,,16
5105,42,37,36,26,6,18,0,,16
5106,40,37,36,29,4,18,0,,11
5107,41,41,31,28,5,18,0,,13
5108,39,39,35,29,3,18,0,,10
5109,42,38,35,26,6,18,0,,16
5110,40,38,35,29,4,18,0,,11
5111,39,39,38,25,3,18,0,,14
5112,44,38,34,24,8,18,0,,20
5113,36,36,36,35,0,18,0,,1
5114,41,36,36,29,5,18,0,,12
5115,37,36,35,35,1,18,0,,2
5116,38,38,38,28,2,18,0,,10
5117,37,36,36,34,1,18,0,,3
5118,39,38,37,28,3,18,0,,11
5119,37,37,35,34,1,18,0,,3
5120,48,48,16,16,12,18,0,,32
5121,38,36,35,34,2,18,0,,4
5122,39,39,36,28,3,18,0,,11
5123,37,37,36,33,1,18,0,,4
5124,40,38,36,28,4,18,0,,12
5125,38,36,36,33,2,18,0,,5
5126,40,39,39,22,4,18,0,,18
5127,38,37,35,33,2,18,0,,5
5128,40,40,38,22,4,18,0,,18
5129,39,36,34,34,3,18,0,,5
5130,40,39,35,28,4,18,0,,12
5131,37,37,37,32,1,18,0,,5
5132,41,39,33,29,5,18,0,,12
5133,38,37,36,32,2,18,0,,6
5134,41,38,35,28,5,18,0,,13
5135,39,37,34,33,3,18,0,,6
5136,42,38,38,22,6,18,0,,20
5137,38,38,35,32,2,18,0,,6
5138,39,38,38,27,3,18,0,,12
5139,39,37,35,32,3,18,0,,7
5140,39,39,37,27,3,18,0,,12
5141,40,36,34,33,4,18,0,,7
5142,40,38,37,27,4,18,0,,13
5143,38,37,37,31,2,18,0,,7
5144,42,40,36,22,6,18,0,,20
5145,38,38,36,31,2,18,0,,7
5146,40,39,36,27,4,18,0,,13
5147,39,37,36,31,3,18,0,,8
5148,41,37,37,27,5,18,0,,14
5149,40,37,34,32,4,18,0,,8
5150,41,38,36,27,5,18,0,,14
5151,39,38,35,31,3,18,0,,8
5152,44,40,40,4,8,18,0,,40
5153,40,36,36,31,4,18,0,,9
5154,40,40,35,27,4,18,0,,13
5155,39,39,33,32,3,18,0,,7
5156,41,39,35,27,5,18,0,,14
5157,38,38,37,30,2,18,0,,8
5158,41,41,40,14,5,18,0,,27
5159,39,37,37,30,3,18,0,,9
5160,42,40,40,14,6,18,0,,28
5161,39,38,36,30,3,18,0,,9
5162,39,39,38,26,3,18,0,,13
5163,41,36,35,31,5,18,0,,10
5164,40,38,38,26,4,18,0,,14
5165,40,37,36,30,4,18,0,,10
5166,40,39,37,26,4,18,0,,14
5167,39,39,35,30,3,18,0,,9
5168,42,42,34,22,6,18,0,,20
5169,40,38,35,30,4,18,0,,10
5170,41,38,37,26,5,18,0,,15
5171,40,39,33,31,4,18,0,,9
5172,40,40,36,26,4,18,0,,14
5173,38,38,38,29,2,18,0,,9
5174,41,39,36,26,5,18,0,,15
5175,39,38,37,29,3,18,0,,10
5176,44,40,34,22,8,18,0,,22
5177,40,39,34,30,4,18,0,,10
5178,42,37,37,26,6,18,0,,16
5179,39,39,36,29,3,18,0,,10
5180,41,41,33,27,5,18,0,,14
5181,40,38,36,29,4,18,0,,11
5182,41,40,35,26,5,18,0,,15
5183,42,37,33,31,6,18,0,,11
5184,36,36,36,36,0,18,0,,0
5185,40,40,32,31,3,18,0,,9
5186,37,36,36,35,0,18,0,,2
5187,40,39,35,29,3,18,0,,11
5188,37,37,35,35,0,18,0,,2
5189,40,40,33,30,3,18,0,,10
5190,37,37,36,34,0,18,0,,3
5191,41,38,35,29,4,18,0,,12
5192,38,36,36,34,1,18,0,,4
5193,39,38,38,28,2,18,0,,11
5194,38,37,35,34,1,18,0,,4
5195,39,39,37,28,2,18,0,,11
5196,37,37,37,33,0,18,0,,4
5197,40,38,37,28,3,18,0,,12
5198,38,37,36,33,1,18,0,,5
5199,41,39,34,29,4,18,0,,12
5200,38,38,34,34,1,18,0,,4
5201,40,39,36,28,3,18,0,,12
5202,38,38,35,33,1,18,0,,5
5203,41,37,37,28,4,18,0,,13
5204,39,37,35,33,2,18,0,,6
5205,40,40,39,22,3,18,0,,18
5206,38,37,37,32,1,18,0,,6
5207,41,39,39,22,4,18,0,,19
5208,38,38,36,32,1,18,0,,6
5209,40,40,35,28,3,18,0,,12
5210,39,37,36,32,2,18,0,,7
5211,41,39,35,28,4,18,0,,13
5212,41,41,35,25,4,18,0,,16
5213,42,37,36,28,5,18,0,,14
5214,39,38,35,32,2,18,0,,7
5215,39,39,38,27,2,18,0,,12
5216,40,36,36,32,3,18,0,,8
5217,40,38,38,27,3,18,0,,13
5218,38,38,37,31,1,18,0,,7
5219,40,39,37,27,3,18,0,,13
5220,39,37,37,31,2,18,0,,8
5221,41,40,34,28,4,18,0,,13
5222,39,38,36,31,2,18,0,,8
5223,41,38,37,27,4,18,0,,14
5224,40,38,34,32,3,18,0,,8
5225,40,40,36,27,3,18,0,,13
5226,40,37,36,31,3,18,0,,9
5227,41,39,36,27,4,18,0,,14
5228,39,39,35,31,2,18,0,,8
5229,42,40,32,29,5,18,0,,13
5230,40,38,35,31,3,18,0,,9
5231,42,37,37,27,5,18,0,,15
5232,38,38,38,30,1,18,0,,8
5233,42,38,36,27,5,18,0,,15
5234,39,38,37,30,2,18,0,,9
5235,41,40,35,27,4,18,0,,14
5236,41,37,35,31,4,18,0,,10
5237,42,40,33,28,5,18,0,,14
5238,39,39,36,30,2,18,0,,9
5239,39,39,39,26,2,18,0,,13
5240,40,38,36,30,3,18,0,,10
5241,40,39,38,26,3,18,0,,14
5242,41,38,34,31,4,18,0,,10
5243,41,40,39,21,4,18,0,,20
5244,41,41,39,19,4,18,0,,22
5245,40,40,37,26,3,18,0,,14
5246,40,39,35,30,3,18,0,,10
5247,41,39,37,26,4,18,0,,15
5248,40,40,32,32,3,18,0,,8
5249,42,40,34,27,5,18,0,,15
5250,39,38,38,29,2,18,0,,10
5251,41,41,40,17,4,18,0,,24
5252,39,39,37,29,2,18,0,,10
5253,41,40,36,26,4,18,0,,15
5254,40,38,37,29,3,18,0,,11
5255,42,41,37,21,5,18,0,,21
5256,40,40,34,30,3,18,0,,10
5257,37,36,36,36,0,18,0,,1
5258,40,39,36,29,3,18,0,,11
5259,37,37,36,35,0,18,0,,2
5260,41,37,37,29,4,18,0,,12
5261,38,36,36,35,1,18,0,,3
5262,41,38,36,29,4,18,0,,12
5263,37,37,37,34,0,18,0,,3
5264,42,38,34,30,5,18,0,,12
5265,38,37,36,34,1,18,0,,4
5266,40,40,35,29,3,18,0,,11
5267,39,36,35,35,2,18,0,,4
5268,41,39,35,29,4,18,0,,12
5269,38,38,35,34,1,18,0,,4
5270,39,39,38,28,2,18,0,,11
5271,38,37,37,33,1,18,0,,5
5272,40,38,38,28,3,18,0,,12
5273,38,38,36,33,1,18,0,,5
5274,40,39,37,28,3,18,0,,12
5275,39,37,36,33,2,18,0,,6
5276,43,41,39,15,6,18,0,,28
5277,39,38,34,34,2,18,0,,5
5278,41,38,37,28,4,18,0,,13
5279,39,38,35,33,2,18,0,,6
5280,40,40,36,28,3,18,0,,12
5281,38,38,37,32,1,18,0,,6
5282,41,39,36,28,4,18,0,,13
5283,39,37,37,32,2,18,0,,7
5284,40,40,40,22,3,18,0,,18
5285,39,38,36,32,2,18,0,,7
5286,41,40,39,22,4,18,0,,19
5287,39,39,34,33,2,18,0,,6
5288,42,38,36,28,5,18,0,,14
5289,40,37,36,32,3,18,0,,8
5290,41,40,35,28,4,18,0,,13
5291,39,39,35,32,2,18,0,,7
5292,39,39,39,27,2,18,0,,12
5293,38,38,38,31,1,18,0,,7
5294,40,39,38,27,3,18,0,,13
5295,39,38,37,31,2,18,0,,8
5296,42,42,38,18,5,18,0,,24
5297,40,40,39,24,3,18,0,,16
5298,40,40,37,27,3,18,0,,13
5299,39,39,36,31,2,18,0,,8
5300,41,39,37,27,4,18,0,,14
5301,40,38,36,31,3,18,0,,9
5302,41,41,34,28,4,18,0,,13
5303,41,38,33,33,4,18,0,,8
5304,42,40,34,28,5,18,0,,14
5305,41,38,34,32,4,18,0,,9
5306,41,40,36,27,4,18,0,,14
5307,40,39,35,31,3,18,0,,9
5308,42,42,36,22,5,18,0,,20
5309,39,38,38,30,2,18,0,,9
5310,42,39,36,27,5,18,0,,15
5311,39,39,37,30,2,18,0,,9
5312,44,36,36,28,7,18,0,,16
5313,40,38,37,30,3,18,0,,10
5314,43,40,32,29,6,18,0,,14
5315,41,39,33,32,4,18,0,,9
5316,41,41,35,27,4,18,0,,14
5317,40,39,36,30,3,18,0,,10
5318,40,39,39,26,3,18,0,,14
5319,41,37,37,30,4,18,0,,11
5320,40,40,38,26,3,18,0,,14
5321,41,38,36,30,4,18,0,,11
5322,41,39,38,26,4,18,0,,15
5323,41,41,40,19,4,18,0,,22
5324,41,41,39,21,4,18,0,,20
5325,40,40,35,30,3,18,0,,10
5326,41,40,37,26,4,18,0,,15
5327,39,39,38,29,2,18,0,,10
5328,42,38,38,26,5,18,0,,16
5329,40,38,38,29,3,18,0,,11
5330,37,37,36,36,0,18,0,,1
5331,40,39,37,29,3,18,0,,11
5332,37,37,37,35,0,18,0,,2
5333,42,38,35,30,5,18,0,,12
5334,38,37,36,35,1,18,0,,3
5335,41,38,37,29,4,18,0,,12
5336,42,40,36,26,5,18,0,,16
5337,40,40,36,29,3,18,0,,11
5338,38,37,37,34,1,18,0,,4
5339,41,39,36,29,4,18,0,,12
5340,38,38,36,34,1,18,0,,4
5341,42,39,34,30,5,18,0,,12
5342,39,37,36,34,2,18,0,,5
5343,42,37,37,29,5,18,0,,13
5344,44,40,32,28,7,18,0,,16
5345,42,38,36,29,5,18,0,,13
5346,38,38,37,33,1,18,0,,5
5347,39,39,39,28,2,18,0,,11
5348,39,37,37,33,2,18,0,,6
5349,40,39,38,28,3,18,0,,12
5350,39,38,36,33,2,18,0,,6
5351,41,41,33,30,4,18,0,,11
5352,44,38,36,26,7,18,0,,18
5353,40,40,37,28,3,18,0,,12
5354,39,39,34,34,2,18,0,,5
5355,41,39,37,28,4,18,0,,13
5356,38,38,38,32,1,18,0,,6
5357,43,42,40,12,6,18,0,,31
5358,39,38,37,32,2,18,0,,7
5359,41,41,34,29,4,18,0,,12
5360,42,42,34,26,5,18,0,,16
5361,41,40,36,28,4,18,0,,13
5362,39,39,36,32,2,18,0,,7
5363,43,43,33,24,6,18,0,,19
5364,40,38,36,32,3,18,0,,8
5365,41,40,40,22,4,18,0,,19
5366,40,39,34,33,3,18,0,,7
5367,41,41,39,22,4,18,0,,19
5368,44,40,34,26,7,18,0,,18
5369,42,40,39,22,5,18,0,,20
5370,39,38,38,31,2,18,0,,8
5371,40,39,39,27,3,18,0,,13
5372,39,39,37,31,2,18,0,,8
5373,40,40,38,27,3,18,0,,13
5374,40,38,37,31,3,18,0,,9
5375,41,39,38,27,4,18,0,,14
5376,40,40,40,24,3,18,0,,16
5377,43,40,38,22,6,18,0,,21
5378,40,39,36,31,3,18,0,,9
5379,41,40,37,27,4,18,0,,14
5380,40,40,34,32,3,18,0,,8
5381,42,38,38,27,5,18,0,,15
5382,41,38,36,31,4,18,0,,10
5383,42,39,37,27,5,18,0,,15
5384,42,40,38,24,5,18,0,,18
5385,42,41,34,28,5,18,0,,14
5386,39,39,38,30,2,18,0,,9
5387,41,41,36,27,4,18,0,,14
5388,40,38,38,30,3,18,0,,10
5389,42,40,36,27,5,18,0,,15
5390,40,39,37,30,3,18,0,,10
5391,43,38,37,27,6,18,0,,16
5392,42,42,42,10,5,18,0,,32
5393,42,42,32,29,5,18,0,,13
5394,41,38,37,30,4,18,0,,11
5395,43,39,36,27,6,18,0,,16
5396,40,40,36,30,3,18,0,,10
5397,40,40,39,26,3,18,0,,14
5398,41,39,36,30,4,18,0,,11
5399,41,39,39,26,4,18,0,,15
5400,42,42,36,24,5,18,0,,18
5401,41,40,38,26,4,18,0,,15
5402,42,37,37,30,5,18,0,,12
5403,37,37,37,36,0,18,0,,1
5404,39,39,39,29,2,18,0,,10
5405,38,37,36,36,1,18,0,,2
5406,40,39,38,29,3,18,0,,11
5407,38,37,37,35,1,18,0,,3
5408,44,40,36,24,7,18,0,,20
5409,38,38,36,35,1,18,0,,3
5410,40,40,37,29,3,18,0,,11
5411,39,37,36,35,2,18,0,,4
5412,41,39,37,29,4,18,0,,12
5413,38,38,37,34,1,18,0,,4
5414,42,40,33,31,5,18,0,,11
5415,39,37,37,34,2,18,0,,5
5416,44,44,38,10,7,18,0,,34
5417,39,38,36,34,2,18,0,,5
5418,41,40,36,29,4,18,0,,12
5419,40,37,35,35,3,18,0,,5
5420,42,40,34,30,5,18,0,,12
5421,38,38,38,33,1,18,0,,5
5422,42,39,36,29,5,18,0,,13
5423,39,38,37,33,2,18,0,,6
5424,44,44,36,16,7,18,0,,28
5425,40,38,35,34,3,18,0,,6
5426,40,39,39,28,3,18,0,,12
5427,39,39,36,33,2,18,0,,6
5428,40,40,38,28,3,18,0,,12
5429,40,38,36,33,3,18,0,,7
5430,41,39,38,28,4,18,0,,13
5431,41,37,35,34,4,18,0,,7
5432,44,42,34,24,7,18,0,,20
5433,39,38,38,32,2,18,0,,7
5434,41,40,37,28,4,18,0,,13
5435,39,39,37,32,2,18,0,,7
5436,42,38,38,28,5,18,0,,14
5437,40,38,37,32,3,18,0,,8
5438,42,39,37,28,5,18,0,,14
5439,41,38,35,33,4,18,0,,8
5440,44,44,28,28,7,18,0,,16
5441,40,39,36,32,3,18,0,,8
5442,41,41,36,28,4,18,0,,13
5443,41,37,37,32,4,18,0,,9
5444,42,40,36,28,5,18,0,,14
5445,40,40,34,33,3,18,0,,7
5446,41,41,40,22,4,18,0,,19
5447,39,39,38,31,2,18,0,,8
5448,42,40,40,22,5,18,0,,20
5449,40,38,38,31,3,18,0,,9
5450,40,40,39,27,3,18,0,,13
5451,40,39,37,31,3,18,0,,9
5452,41,39,39,27,4,18,0,,14
5453,42,37,36,32,5,18,0,,10
5454,41,40,38,27,4,18,0,,14
5455,41,38,37,31,4,18,0,,10
5456,42,42,38,22,5,18,0,,20
5457,40,40,36,31,3,18,0,,9
5458,42,39,38,27,5,18,0,,15
5459,41,39,36,31,4,18,0,,10
5460,41,41,37,27,4,18,0,,14
5461,41,40,34,32,4,18,0,,9
5462,42,40,37,27,5,18,0,,15
5463,39,39,39,30,2,18,0,,9
5464,44,40,38,22,7,18,0,,22
5465,40,39,38,30,3,18,0,,10
5466,43,38,38,27,6,18,0,,16
5467,41,40,35,31,4,18,0,,10
5468,42,42,34,28,5,18,0,,14
5469,40,40,37,30,3,18,0,,10
5470,42,41,36,27,5,18,0,,15
5471,41,39,37,30,4,18,0,,11
5472,44,44,32,24,7,18,0,,20
5473,42,42,37,24,5,18,0,,18
5474,43,40,36,27,6,18,0,,16
5475,41,41,33,32,4,18,0,,9
5476,37,37,37,37,0,18,0,,0
5477,41,40,36,30,3,18,0,,11
5478,38,37,37,36,0,18,0,,2
5479,41,41,34,31,3,18,0,,10
5480,38,38,36,36,0,18,0,,2
5481,42,39,36,30,4,18,0,,12
5482,38,38,37,35,0,18,0,,3
5483,40,39,39,29,2,18,0,,11
5484,39,37,37,35,1,18,0,,4
5485,40,40,38,29,2,18,0,,11
5486,39,38,36,35,1,18,0,,4
5487,41,39,38,29,3,18,0,,12
5488,38,38,38,34,0,18,0,,4
5489,42,40,35,30,4,18,0,,12
5490,39,38,37,34,1,18,0,,5
5491,41,40,37,29,3,18,0,,12
5492,39,39,35,35,1,18,0,,4
5493,42,38,38,29,4,18,0,,13
5494,39,39,36,34,1,18,0,,5
5495,42,39,37,29,4,18,0,,13
5496,40,38,36,34,2,18,0,,6
5497,43,40,32,32,5,18,0,,11
5498,39,38,38,33,1,18,0,,6
5499,41,41,36,29,3,18,0,,12
5500,39,39,37,33,1,18,0,,6
5501,42,40,36,29,4,18,0,,13
5502,40,38,37,33,2,18,0,,7
5503,43,38,37,29,5,18,0,,14
5504,48,40,32,24,10,18,0,,24
5505,40,40,39,28,2,18,0,,12
5506,40,39,36,33,2,18,0,,7
5507,41,39,39,28,3,18,0,,13
5508,41,37,37,33,3,18,0,,8
5509,41,40,38,28,3,18,0,,13
5510,39,39,38,32,1,18,0,,7
5511,42,41,35,29,4,18,0,,13
5512,40,38,38,32,2,18,0,,8
5513,42,39,38,28,4,18,0,,14
5514,40,39,37,32,2,18,0,,8
5515,41,41,37,28,3,18,0,,13
5516,41,39,35,33,3,18,0,,8
5517,42,40,37,28,4,18,0,,14
5518,41,38,37,32,3,18,0,,9
5519,43,41,33,30,5,18,0,,13
5520,40,40,36,32,2,18,0,,8
5521,43,38,38,28,5,18,0,,15
5522,41,39,36,32,3,18,0,,9
5523,43,39,37,28,5,18,0,,15
5524,39,39,39,31,1,18,0,,8
5525,42,41,36,28,4,18,0,,14
5526,40,39,38,31,2,18,0,,9
5527,41,41,41,22,3,18,0,,19
5528,42,38,36,32,4,18,0,,10
5529,40,40,40,27,2,18,0,,13
5530,40,40,37,31,2,18,0,,9
5531,41,40,39,27,3,18,0,,14
5532,41,39,37,31,3,18,0,,10
5533,42,42,39,22,4,18,0,,20
5534,42,39,35,32,4,18,0,,10
5535,41,41,38,27,3,18,0,,14
5536,44,40,40,20,6,18,0,,24
5537,42,40,38,27,4,18,0,,15
5538,41,40,36,31,3,18,0,,10
5539,43,41,35,28,5,18,0,,15
5540,41,41,33,33,3,18,0,,8
5541,43,42,38,22,5,18,0,,21
5542,40,39,39,30,2,18,0,,10
5543,42,41,37,27,4,18,0,,15
5544,40,40,38,30,2,18,0,,10
5545,44,40,35,28,6,18,0,,16
5546,41,39,38,30,3,18,0,,11
5547,43,40,37,27,5,18,0,,16
5548,41,41,35,31,3,18,0,,10
5549,44,43,42,0,6,18,0,,44
5550,41,40,37,30,3,18,0,,11
5551,38,37,37,37,0,18,0,,1
5552,42,38,38,30,4,18,0,,12
5553,38,38,37,36,0,18,0,,2
5554,42,39,37,30,4,18,0,,12
5555,39,37,37,36,1,18,0,,3
5556,43,39,35,31,5,18,0,,12
5557,38,38,38,35,0,18,0,,3
5558,41,41,36,30,3,18,0,,11
5559,39,38,37,35,1,18,0,,4
5560,42,40,36,30,4,18,0,,12
5561,40,37,36,36,2,18,0,,4
5562,40,40,39,29,2,18,0,,11
5563,39,39,36,35,1,18,0,,4
5564,41,39,39,29,3,18,0,,12
5565,39,38,38,34,1,18,0,,5
5566,41,40,38,29,3,18,0,,12
5567,39,39,37,34,1,18,0,,5
5568,44,44,36,20,6,18,0,,24
5569,40,38,37,34,2,18,0,,6
5570,42,39,38,29,4,18,0,,13
5571,40,39,35,35,2,18,0,,5
5572,41,41,37,29,3,18,0,,12
5573,40,39,36,34,2,18,0,,6
5574,42,40,37,29,4,18,0,,13
5575,39,39,38,33,1,18,0,,6
5576,42,42,32,32,4,18,0,,10
5577,40,38,38,33,2,18,0,,7
5578,42,42,33,31,4,18,0,,11
5579,40,39,37,33,2,18,0,,7
5580,43,39,37,29,5,18,0,,14
5581,40,40,35,34,2,18,0,,6
5582,42,41,36,29,4,18,0,,13
5583,41,38,37,33,3,18,0,,8
5584,40,40,40,28,2,18,0,,12
5585,40,40,36,33,2,18,0,,7
5586,41,40,39,28,3,18,0,,13
5587,39,39,39,32,1,18,0,,7
5588,45,41,39,19,7,18,0,,26
5589,40,39,38,32,2,18,0,,8
5590,41,41,38,28,3,18,0,,13
5591,42,37,37,33,4,18,0,,9
5592,42,40,38,28,4,18,0,,14
5593,40,40,37,32,2,18,0,,8
5594,42,42,35,29,4,18,0,,13
5595,41,39,37,32,3,18,0,,9
5596,43,41,35,29,5,18,0,,14
5597,42,39,34,34,4,18,0,,8
5598,42,41,37,28,4,18,0,,14
5599,42,39,35,33,4,18,0,,9
5600,48,40,36,20,10,18,0,,28
5601,41,40,36,32,3,18,0,,9
5602,43,40,37,28,5,18,0,,15
5603,40,39,39,31,2,18,0,,9
5604,43,43,41,15,5,18,0,,28
5605,40,40,38,31,2,18,0,,9
5606,43,43,42,12,5,18,0,,31
5607,41,39,38,31,3,18,0,,10
5608,42,42,36,28,4,18,0,,14
5609,42,40,34,33,4,18,0,,9
5610,41,40,40,27,3,18,0,,14
5611,41,40,37,31,3,18,0,,10
5612,41,41,39,27,3,18,0,,14
5613,42,38,38,31,4,18,0,,11
5614,42,40,39,27,4,18,0,,15
5615,42,39,37,31,4,18,0,,11
5616,42,42,42,18,4,18,0,,24
5617,44,36,36,33,6,18,0,,11
5618,42,41,38,27,4,18,0,,15
5619,41,41,36,31,3,18,0,,10
5620,43,39,39,27,5,18,0,,16
5621,40,40,39,30,2,18,0,,10
5622,43,40,38,27,5,18,0,,16
5623,41,39,39,30,3,18,0,,11
5624,44,42,32,30,6,18,0,,14
5625,41,40,38,30,3,18,0,,11
5626,38,38,37,37,0,18,0,,1
5627,43,39,36,31,5,18,0,,12
5628,38,38,38,36,0,18,0,,2
5629,42,39,38,30,4,18,0,,12
5630,39,38,37,36,1,18,0,,3
5631,41,41,37,30,3,18,0,,11
5632,48,48,32,0,10,18,0,,48
5633,42,40,37,30,4,18,0,,12
5634,39,38,38,35,1,18,0,,4
5635,43,40,35,31,5,18,0,,12
5636,39,39,37,35,1,18,0,,4
5637,43,38,38,30,5,18,0,,13
5638,40,38,37,35,2,18,0,,5
5639,43,39,37,30,5,18,0,,13
5640,42,40,40,26,4,18,0,,16
5641,40,40,40,29,2,18,0,,11
5642,39,39,38,34,1,18,0,,5
5643,41,40,39,29,3,18,0,,12
5644,40,38,38,34,2,18,0,,6
5645,42,42,34,31,4,18,0,,11
5646,40,39,37,34,2,18,0,,6
5647,41,41,38,29,3,18,0,,12
5648,42,42,38,26,4,18,0,,16
5649,42,40,38,29,4,18,0,,13
5650,40,40,35,35,2,18,0,,5
5651,45,37,36,31,7,18,0,,14
5652,39,39,39,33,1,18,0,,6
5653,42,42,35,30,4,18,0,,12
5654,40,39,38,33,2,18,0,,7
5655,42,41,37,29,4,18,0,,13
5656,44,40,38,26,6,18,0,,18
5657,42,42,40,23,4,18,0,,19
5658,40,40,37,33,2,18,0,,7
5659,43,40,37,29,5,18,0,,14
5660,41,39,37,33,3,18,0,,8
5661,43,42,32,32,5,18,0,,11
5662,41,40,35,34,3,18,0,,7
5663,43,42,33,31,5,18,0,,12
5664,48,44,32,20,10,18,0,,28
5665,41,40,40,28,3,18,0,,13
5666,40,39,39,32,2,18,0,,8
5667,41,41,39,28,3,18,0,,13
